timestamp,car,speed_kmh,rpm,gear,throttle,brake,accel_ms2,jerk,label
1778049820.7315748,beam,45.94,2274,2,34.52,0.0,0.84,-0.731,normal
1778050921.9463348,beam,132.3,3773,3,68.75,0.0,0.375,0.275,racing
1778049820.2792633,beam,44.52,2239,2,34.52,0.0,0.964,0.287,normal
1778050667.4781902,beam,114.36,3369,3,75.78,0.0,0.516,0.668,racing
1778050728.7060251,beam,130.84,3684,3,49.6,0.0,0.143,0.34,racing
1778050933.70395,beam,94.4,2696,3,29.76,0.0,0.07,-0.089,racing
1778050033.6426775,beam,75.8,1935,3,0.0,0.0,-1.391,1.73,normal
1778050839.6382823,beam,105.45,4614,2,100.0,0.0,0.567,-1.254,racing
1778050887.813057,beam,81.12,3000,2,83.98,0.0,-0.876,-0.988,racing
1778049896.447299,beam,59.74,1826,3,19.44,0.0,0.098,0.309,normal
1778050579.1349258,beam,115.65,3274,3,19.84,0.0,-0.007,-4.477,racing
1778050659.4614947,beam,103.28,3022,3,51.56,0.0,0.345,-1.092,racing
1778050110.8698535,beam,89.08,2566,3,28.97,0.0,0.106,-0.439,normal
1778049857.462265,beam,87.9,2550,3,30.16,0.0,0.073,-0.377,normal
1778050571.9148312,beam,100.37,3051,3,69.14,0.0,0.66,1.137,racing
1778050109.968641,beam,88.85,2562,3,28.97,0.0,0.019,-0.845,normal
1778050296.8916805,beam,59.83,1882,3,21.83,0.0,0.023,-1.254,normal
1778050047.0171268,beam,43.77,1687,3,21.43,0.0,-0.196,1.285,normal
1778049970.942871,beam,77.24,1971,3,0.0,0.0,-1.04,3.406,normal
1778050296.4581337,beam,59.66,1882,3,21.43,0.0,0.143,0.019,normal
1778050034.8557422,beam,70.88,1779,3,0.0,3.57,-1.681,2.526,normal
