timestamp,car,speed_kmh,rpm,gear,throttle,brake,accel_ms2,jerk,label
1778050149.7069707,beam,62.83,1873,3,18.65,0.0,-0.104,1.679,normal
1778050643.5843203,beam,100.53,2999,3,55.47,0.0,0.227,-1.312,racing
1778050205.7067797,beam,58.96,1882,3,22.62,0.0,0.268,1.019,normal
1778050209.278478,beam,61.16,1925,3,22.62,0.0,0.16,-0.625,normal
1778050280.5131369,beam,55.66,1708,3,17.06,0.0,-0.075,0.284,normal
1778050127.0800357,beam,91.37,2622,3,28.97,0.0,0.107,0.253,normal
1778050588.8105156,beam,95.29,2533,3,0.0,0.0,-1.296,-8.552,racing
1778050796.6949437,beam,78.63,3593,2,100.0,0.0,1.437,0.799,racing
1778050704.0510612,beam,82.33,3729,2,100.0,11.51,0.301,-2.54,racing
1778050683.7390242,beam,44.38,770,3,0.0,0.0,-1.225,-3.455,racing
1778050509.9014676,beam,106.31,4649,2,100.0,0.0,0.957,0.036,racing
1778049819.9436922,beam,43.39,2214,2,34.52,0.0,0.966,0.601,normal
1778050072.974424,beam,78.53,2308,3,26.59,0.0,0.115,0.114,normal
1778050567.0982769,beam,95.9,4245,3,81.25,0.0,0.508,-4.644,racing
1778050946.082759,beam,92.04,2697,3,42.86,7.54,-0.734,-1.161,racing
1778050273.2158122,beam,63.06,1409,3,0.0,0.0,-0.619,0.486,normal
1778050847.7595134,beam,121.95,3565,3,100.0,0.0,0.987,-1.024,racing
1778050218.9943368,beam,75.58,2199,3,23.02,0.0,0.274,-2.526,normal
1778050759.6667974,beam,115.43,3372,3,63.28,0.0,0.46,-0.762,racing
1778050298.5428343,beam,60.43,1889,3,21.83,0.0,0.074,-0.017,normal
1778050601.7412868,beam,81.36,2726,3,77.73,0.0,1.093,1.437,racing
1778050979.4278927,beam,107.54,3172,3,60.55,0.0,0.59,1.693,racing
1778050316.0840118,beam,25.71,770,2,0.0,24.21,-2.73,-0.079,normal
1778050730.8781836,beam,131.57,3699,3,48.41,0.0,0.097,0.347,racing
1778050045.8009186,beam,45.41,1683,3,21.43,0.0,-0.434,-1.442,normal
1778049977.322163,beam,63.73,1740,3,8.33,0.0,-0.505,0.721,normal
1778050147.5393572,beam,64.09,1897,3,18.65,2.78,-0.287,-2.069,normal
1778050643.2337594,beam,100.15,2993,3,55.47,0.0,0.225,-1.377,racing
1778050731.439548,beam,131.77,3703,3,48.41,0.0,0.105,0.078,racing
1778049824.88409,beam,55.04,2070,3,34.13,0.0,0.551,-1.647,normal
1778051015.07185,beam,125.69,5426,2,98.83,0.0,1.048,-0.27,racing
1778050587.0766203,beam,95.36,2941,3,64.45,0.0,0.325,0.05,racing
1778050026.8268075,beam,88.0,2525,3,26.98,0.0,0.023,-2.07,normal
1778050268.5895677,beam,65.87,1865,3,13.49,0.0,0.249,-0.735,normal
1778050883.2656145,beam,87.07,2739,3,54.3,0.0,-0.289,1.718,racing
1778050200.3438165,beam,55.12,1828,3,22.62,0.0,0.254,0.005,normal
1778049945.1317854,beam,79.29,2293,3,23.81,0.0,0.035,0.233,normal
1778050289.524517,beam,57.22,1831,3,21.43,0.0,-0.016,-0.686,normal
1778050545.4707074,beam,148.76,4150,3,58.59,0.0,0.093,0.884,racing
1778050862.2299452,beam,54.45,2798,2,100.0,0.0,1.688,-0.02,racing
1778050496.6039555,beam,57.36,4705,1,60.94,0.0,0.458,-1.709,racing
1778049862.4498162,beam,89.59,2585,3,29.76,0.0,0.086,-0.451,normal
1778050705.3962047,beam,86.17,3871,2,100.0,9.52,0.292,-6.175,racing
1778049861.0133867,beam,89.14,2575,3,29.76,0.0,0.212,2.285,normal
1778050288.0524,beam,56.57,1810,3,21.43,0.0,0.146,0.397,normal
1778050126.647621,beam,91.28,2618,3,28.97,0.0,0.054,-0.076,normal
1778050677.940427,beam,98.43,2609,3,0.0,52.34,-6.778,-3.781,racing
1778049853.3346698,beam,85.83,2514,3,31.35,0.0,0.19,0.172,normal
1778050043.9313667,beam,48.85,1680,3,19.44,0.0,-0.621,-2.694,normal
1778050259.562852,beam,50.9,1553,3,14.29,0.0,0.243,-0.292,normal
1778049831.3471904,beam,66.46,2194,3,34.13,0.0,0.424,-0.508,normal
1778049992.3999994,beam,61.91,2095,3,31.74,0.0,0.711,-0.968,normal
1778049826.380838,beam,58.03,2097,3,34.13,0.0,0.547,-0.359,normal
1778050939.790873,beam,99.61,3948,3,63.67,0.0,0.49,2.103,racing
1778050553.0227842,beam,146.25,3907,3,0.0,0.0,-1.098,-0.193,racing
1778049962.42706,beam,91.05,2573,3,23.81,0.0,0.203,0.756,normal
1778050000.8493872,beam,85.76,2520,3,32.14,0.0,0.343,0.065,normal
1778050730.6706223,beam,131.51,3696,3,48.02,0.0,0.103,0.424,racing
1778049811.9462142,beam,0.14,734,1,0.0,0.0,2.461,155.848,normal
1778050846.2843535,beam,116.1,3430,3,100.0,0.0,1.247,1.21,racing
1778049821.5121458,beam,47.44,2114,3,33.73,0.0,0.311,-0.326,normal
1778050804.5440516,beam,110.2,4803,2,100.0,0.0,0.654,-6.886,racing
1778050055.195254,beam,43.35,1782,3,25.4,0.0,0.425,1.41,normal
1778050832.6999557,beam,94.95,2968,3,80.86,0.0,0.631,-0.993,racing
1778050974.929186,beam,94.92,4204,2,99.22,0.0,1.316,1.095,racing
1778050889.0357418,beam,82.78,3759,2,100.0,0.0,0.621,1.74,racing
1778050839.5187955,beam,105.2,4603,2,100.0,0.0,0.717,1.501,racing
1778050203.509022,beam,57.43,1860,3,22.62,0.0,0.134,-2.572,normal
1778050031.8534558,beam,78.62,2163,3,12.3,0.0,-0.355,0.374,normal
1778050579.8110735,beam,113.33,3006,3,0.0,0.0,-1.013,-1.243,racing
1778050511.680265,beam,112.17,4883,2,100.0,0.0,0.883,0.626,racing
1778050120.71531,beam,90.42,2592,3,27.78,0.0,0.013,-0.448,normal
1778050744.353763,beam,96.49,2541,3,0.0,33.33,-4.031,5.539,racing
1778050233.6901145,beam,68.83,1937,3,14.29,0.0,-0.163,-0.402,normal
1778050058.9491072,beam,51.33,1994,3,32.54,0.0,0.557,-0.634,normal
1778050184.312234,beam,63.75,1622,3,1.19,0.0,-0.696,-0.825,normal
1778049856.5636258,beam,87.53,2553,3,31.35,0.0,0.148,0.222,normal
1778050934.8015363,beam,94.53,2697,3,29.36,0.0,0.021,-0.365,racing
1778050045.4678528,beam,45.84,1677,3,21.43,0.0,-0.477,1.329,normal
1778050986.7093325,beam,94.79,2983,3,100.0,0.0,0.712,0.433,racing
1778049923.833471,beam,76.8,2271,3,26.59,0.0,0.116,-0.041,normal
1778049829.1262126,beam,62.92,2149,3,34.13,0.0,0.434,-0.327,normal
1778050295.7939684,beam,59.39,1881,3,21.83,0.0,0.092,-1.02,normal
1778049967.6020656,beam,89.88,2344,3,0.0,0.0,-0.812,-0.369,normal
1778049854.3344457,beam,86.37,2526,3,31.35,0.0,0.116,-0.443,normal
1778050132.8104272,beam,92.31,2639,3,28.57,0.0,0.045,0.042,normal
1778050882.083982,beam,88.06,2549,3,34.13,0.0,-0.479,1.538,racing
1778050932.174074,beam,94.68,2641,3,21.43,0.0,-0.222,0.281,racing
1778049951.7435584,beam,81.68,2347,3,23.81,0.0,0.188,-3.008,normal
1778050632.417875,beam,85.63,3854,2,100.0,0.0,1.31,-1.231,racing
1778050536.4567344,beam,146.08,4128,3,90.23,0.0,0.357,0.913,racing
1778049889.750209,beam,85.53,2216,3,0.0,0.0,-0.81,-0.119,normal
1778050594.7280734,beam,78.77,3593,2,100.0,0.0,1.551,0.756,racing
1778049867.6494677,beam,90.98,2620,3,30.16,0.0,0.139,0.912,normal
1778049927.5122554,beam,77.5,2284,3,26.19,0.0,-0.128,-1.527,normal
1778050677.3702106,beam,105.6,2791,3,0.0,0.0,-0.801,4.482,racing
1778050929.9905057,beam,99.86,2939,3,47.62,0.0,0.348,-0.557,racing
1778050993.4877002,beam,83.82,3706,2,99.22,0.0,0.818,5.967,racing
1778050016.4311094,beam,87.45,2512,3,26.98,0.0,-0.008,0.014,normal
1778050667.8913116,beam,115.12,3388,3,76.56,0.0,0.484,-0.697,racing
1778050254.7799437,beam,49.59,1514,3,13.49,0.0,-0.219,-0.24,normal
1778049976.5551522,beam,64.99,1776,3,8.73,0.0,-0.349,0.214,normal
1778050811.3576968,beam,129.33,5571,2,100.0,0.0,1.068,0.37,racing
1778050956.450677,beam,97.2,2553,3,0.0,0.0,-0.959,-1.502,racing
1778050849.8558087,beam,127.16,3692,3,100.0,0.0,0.457,1.742,racing
1778050840.9859483,beam,109.05,4756,2,100.0,0.0,0.841,0.624,racing
1778050924.976272,beam,122.59,3272,3,0.0,57.03,-6.28,-4.169,racing
1778049886.0449452,beam,95.31,2722,3,30.16,0.0,0.036,-0.585,normal
1778050711.0095787,beam,102.23,4485,2,100.0,2.78,0.849,0.905,racing
1778050797.463422,beam,82.31,3729,2,100.0,0.0,1.316,0.3,racing
1778050618.490484,beam,95.32,4181,2,62.11,0.0,0.86,0.403,racing
1778050626.2078743,beam,55.05,2440,3,100.0,0.0,1.272,-0.003,racing
1778050027.7177696,beam,87.73,2473,3,18.25,0.0,-0.104,0.356,normal
1778050267.3830564,beam,64.31,1827,3,14.29,0.0,0.436,-0.076,normal
1778050856.2161446,beam,73.51,1180,3,0.0,100.0,-6.234,26.66,racing
1778050079.5619009,beam,80.76,2356,3,26.59,0.0,0.162,1.189,normal
1778050255.1173146,beam,49.44,1510,3,13.49,0.0,-0.203,-1.003,normal
1778049823.1289947,beam,51.2,2038,3,34.13,0.0,0.731,2.103,normal
1778049916.2934215,beam,73.14,2200,3,26.98,0.0,0.165,-0.484,normal
1778050705.502021,beam,86.34,3878,2,100.0,10.32,0.456,1.549,racing
1778050141.6254013,beam,79.3,2031,3,0.0,0.0,-0.897,-0.902,normal
1778050609.2600837,beam,103.62,4356,2,0.0,0.0,-1.604,-24.051,racing
1778050944.073059,beam,102.06,2690,3,0.0,0.0,-0.872,0.407,racing
1778050044.0426545,beam,48.64,1678,3,19.44,0.0,-0.506,1.029,normal
1778050975.8988917,beam,99.02,4364,2,100.0,0.0,1.152,-0.29,racing
1778049823.7621565,beam,52.62,2050,3,34.13,0.0,0.65,-0.193,normal
1778050710.6816664,beam,101.31,4450,2,100.0,4.37,0.759,1.026,racing
1778049891.0797403,beam,78.03,2003,3,0.0,13.1,-1.535,4.615,normal
1778050297.8702278,beam,60.2,1885,3,21.83,0.0,0.123,0.85,normal
1778050724.6590948,beam,129.13,3635,3,47.62,0.0,-0.018,-1.156,racing
1778050927.1088164,beam,99.86,2628,3,0.0,0.0,-0.199,23.396,racing
1778050147.9759564,beam,63.55,1889,3,18.65,5.95,-0.499,0.569,normal
1778050309.7667873,beam,53.2,769,3,0.0,0.0,-0.496,-0.039,normal
1778049898.6130896,beam,60.05,1830,3,19.44,0.0,0.118,0.071,normal
1778050132.2652326,beam,92.22,2640,3,28.97,0.0,0.029,0.207,normal
1778050629.4002273,beam,70.17,3291,2,100.0,0.0,1.452,-0.624,racing
1778050859.159279,beam,45.14,1893,3,82.03,0.0,0.534,2.545,racing
1778050128.378741,beam,91.6,2623,3,28.57,0.0,0.078,0.585,normal
1778050931.8369884,beam,94.94,2627,3,19.44,0.0,-0.106,5.741,racing
1778050188.4502184,beam,55.19,1405,3,3.97,0.0,-0.369,1.814,normal
1778050738.0753367,beam,127.81,3601,3,46.83,0.0,0.089,0.597,racing
1778049839.4670231,beam,76.46,2334,3,32.14,0.0,0.139,0.528,normal
1778050766.1512089,beam,95.4,2522,3,0.0,50.0,-5.65,-5.279,racing
1778050783.2940853,beam,84.32,2406,3,31.35,0.0,0.114,7.056,racing
1778050903.753989,beam,89.58,2882,3,100.0,0.0,0.765,0.12,racing
1778050133.7636445,beam,92.43,2642,3,28.57,0.0,-0.034,-0.661,normal
1778050698.7803636,beam,61.51,5034,1,100.0,4.37,1.546,1.003,racing
1778050136.425685,beam,92.79,2648,3,26.59,0.0,-0.002,-0.371,normal
1778050088.6040766,beam,82.28,2377,3,25.4,0.0,0.109,0.756,normal
1778050916.6234865,beam,128.05,5524,2,100.0,0.0,0.627,0.151,racing
1778050202.397346,beam,56.8,1850,3,22.62,0.0,0.536,2.947,normal
1778049869.6448128,beam,91.54,2631,3,29.76,0.0,0.045,-0.612,normal
1778049946.6812997,beam,79.37,2302,3,25.0,0.0,0.048,0.137,normal
1778050210.0747783,beam,61.61,1934,3,23.81,0.0,0.143,-0.815,normal
1778050143.4071004,beam,73.72,1859,3,0.0,0.0,-1.138,-4.418,normal
1778050268.0344126,beam,65.17,1848,3,14.29,0.0,0.312,-1.314,normal
1778050791.7076037,beam,72.6,1820,3,0.0,0.0,-0.793,1.157,racing
1778050722.2582464,beam,127.28,3644,3,63.67,0.0,0.278,-0.688,racing
1778050881.7704422,beam,88.77,2519,3,22.62,0.0,-0.729,-0.621,racing
1778050832.911589,beam,95.46,2978,3,81.25,0.0,0.697,0.559,racing
1778050706.043655,beam,88.08,3943,2,100.0,4.37,0.847,-2.967,racing
1778050564.4151225,beam,85.83,3849,2,82.81,0.0,1.216,-0.9,racing
1778050034.0683684,beam,74.99,1894,3,0.0,0.0,-0.538,-0.802,normal
1778050030.7421885,beam,80.24,2182,3,9.52,0.0,-0.402,0.759,normal
1778050249.9354205,beam,55.04,1635,3,14.29,0.0,-0.335,1.265,normal
1778050308.8734765,beam,54.71,772,3,0.0,0.0,-0.524,0.432,normal
1778050953.6310632,beam,104.31,3156,3,78.91,0.0,0.648,0.442,racing
1778050662.0466745,beam,106.08,3091,3,50.0,0.0,0.319,0.498,racing
1778051016.6667333,beam,129.71,4607,3,0.0,0.0,-0.543,-3.119,racing
1778050002.1678495,beam,87.03,2547,3,31.74,0.0,0.221,1.311,normal
1778050128.276893,beam,91.58,2622,3,28.57,0.0,0.018,-0.627,normal
1778050649.8664234,beam,118.1,3396,3,55.47,0.0,0.827,0.121,racing
1778050300.083624,beam,61.03,1912,3,21.83,0.0,0.145,0.204,normal
1778050185.0867236,beam,61.96,1559,3,2.78,0.0,-0.709,-1.089,normal
1778050977.1270845,beam,103.76,4545,2,83.59,0.0,1.013,0.005,racing
1778050529.958547,beam,138.39,3886,3,55.08,0.0,0.023,-0.593,racing
1778050210.3134956,beam,61.78,1943,3,23.81,0.0,0.167,-0.391,normal
1778050072.5122004,beam,78.33,2304,3,26.98,0.0,0.1,0.069,normal
1778051020.4431736,beam,36.61,776,2,0.0,64.06,-6.098,52.189,racing
1778050899.9328208,beam,95.45,2503,3,0.0,0.0,-0.946,-1.053,racing
1778050865.1013546,beam,69.94,3282,2,100.0,0.0,1.468,-0.51,racing
1778049964.9104064,beam,91.76,2590,3,23.81,0.0,-0.048,-1.243,normal
1778050816.8079977,beam,92.32,2433,3,0.0,50.39,-6.348,-2.874,racing
1778050273.093438,beam,63.33,1433,3,0.0,0.0,-0.678,2.108,normal
1778050803.4263794,beam,106.51,4657,2,100.0,0.0,0.972,-1.232,racing
1778050087.2095363,beam,82.01,2372,3,25.4,0.0,-0.104,-1.265,normal
1778049925.4654446,beam,77.26,2287,3,26.98,0.0,0.025,-0.105,normal
1778049878.697947,beam,93.82,2687,3,30.16,0.0,0.049,-0.294,normal
1778050533.8287091,beam,143.0,4054,3,90.23,0.0,0.332,-0.656,racing
1778050255.33509,beam,49.32,1508,3,13.49,0.0,-0.118,0.509,normal
1778049840.11666,beam,76.98,2311,3,29.76,0.0,0.266,0.447,normal
1778050731.1076126,beam,131.65,3701,3,48.41,0.0,0.083,-0.425,racing
1778050793.0076852,beam,69.82,1904,3,8.73,0.0,-0.471,-0.619,racing
1778050872.3239987,beam,102.22,4488,2,100.0,0.0,1.13,0.663,racing
1778050701.05903,beam,72.36,4833,2,100.0,2.38,0.956,-7.107,racing
1778050735.3548765,beam,127.08,3561,3,42.06,0.0,-0.04,-0.429,racing
1778049866.8948128,beam,90.73,2615,3,30.16,0.0,0.081,0.069,normal
1778049959.2103286,beam,89.67,2539,3,23.81,0.0,0.081,-0.794,normal
1778050308.563825,beam,55.33,770,3,0.0,0.0,-0.641,-2.555,normal
1778050974.8123052,beam,94.36,4184,2,98.83,0.0,1.188,-0.754,racing
1778050802.1038094,beam,101.7,4469,2,100.0,0.0,1.107,-0.791,racing
1778050945.6189213,beam,93.49,2457,3,9.52,10.32,-1.347,-0.08,racing
1778050098.0517404,beam,85.22,2469,3,27.78,0.0,0.073,0.139,normal
1778050032.3280454,beam,78.08,2154,3,12.7,0.0,-0.255,1.377,normal
1778050937.176159,beam,97.47,3007,3,90.23,0.0,0.699,0.892,racing
1778051009.0582285,beam,101.18,4450,2,98.44,0.0,0.861,-0.022,racing
1778050155.4919195,beam,59.71,1217,3,0.0,0.0,-0.374,3.795,normal
1778050675.7082224,beam,104.38,3088,3,56.64,0.0,0.292,-1.384,racing
1778049920.5673506,beam,75.41,2240,3,26.59,0.0,0.171,-1.136,normal
1778050978.115023,beam,105.33,3731,3,58.2,0.0,0.289,-0.182,racing
1778050566.5482333,beam,94.14,4172,2,81.25,0.0,0.944,0.172,racing
1778049940.3180366,beam,78.63,2296,3,25.4,0.0,0.077,-0.126,normal
1778049872.1492884,beam,92.24,2650,3,30.16,0.0,0.045,-0.575,normal
1778049893.1991637,beam,61.35,1348,3,0.0,0.0,-0.676,0.738,normal
1778050530.839533,beam,139.22,3939,3,68.75,0.0,0.285,0.376,racing
1778050200.880079,beam,55.54,1836,3,22.62,0.0,0.236,0.091,normal
1778050043.5884068,beam,49.56,1687,3,19.44,0.0,-0.746,2.102,normal
1778050105.5830672,beam,87.6,2536,3,29.36,0.0,0.102,0.168,normal
1778050156.9216418,beam,57.34,769,3,0.0,0.0,-0.262,2.951,normal
1778050653.1577828,beam,124.17,3545,3,55.47,0.0,0.158,-1.072,racing
1778050793.993492,beam,69.66,2390,3,84.77,0.0,0.585,2.047,racing
1778050719.9816675,beam,124.42,3870,3,63.28,0.0,0.079,-0.305,racing
1778050680.6909895,beam,66.28,1634,3,0.0,32.54,-3.682,-23.369,racing
1778050892.6180184,beam,95.17,4216,2,100.0,0.0,1.17,0.684,racing
1778050786.447823,beam,87.38,2593,3,36.51,0.0,0.215,-1.237,racing
1778050301.9804392,beam,61.81,1926,3,22.62,0.0,0.154,0.186,normal
1778050963.8170838,beam,79.7,3629,2,94.92,0.0,1.138,-1.46,racing
1778049887.6820197,beam,92.36,2415,3,0.0,0.0,-0.861,0.31,normal
1778050891.9676,beam,92.46,4115,2,100.0,0.0,1.161,1.119,racing
1778049918.935455,beam,74.52,2223,3,26.59,0.0,0.113,0.561,normal
1778050864.9927042,beam,69.36,3262,2,100.0,0.0,1.524,1.287,racing
1778049820.6121132,beam,45.58,2265,2,34.52,0.0,0.927,1.09,normal
1778050155.1570656,beam,60.39,1345,3,0.0,0.0,-0.581,0.898,normal
1778050942.6697965,beam,104.19,2863,3,17.86,0.0,-0.42,-0.328,racing
1778050617.616113,beam,91.8,4085,2,99.22,0.0,1.297,0.949,racing
1778050900.151653,beam,94.75,2483,3,0.0,5.56,-0.921,-0.586,racing
1778050848.6161537,beam,124.68,3628,3,100.0,0.0,0.981,3.716,racing
1778050869.523034,beam,91.08,4058,2,100.0,0.0,1.332,1.612,racing
1778050775.743694,beam,95.51,2824,3,43.65,0.0,0.426,0.918,racing
1778050600.8798175,beam,78.85,2512,3,46.43,0.0,0.512,-0.117,racing
1778049860.581179,beam,88.94,2570,3,29.76,0.0,0.051,-0.518,normal
1778050234.158739,beam,68.59,1933,3,14.29,0.0,-0.133,-0.063,normal
1778050256.4264736,beam,49.03,1507,3,13.49,0.0,-0.028,1.029,normal
1778050081.611102,beam,81.32,2365,3,26.19,0.0,0.059,0.133,normal
1778049998.7514043,beam,81.47,2421,3,31.74,0.0,0.806,0.118,normal
1778049819.383685,beam,41.46,2182,2,35.32,0.0,1.003,-0.166,normal
1778049939.4122558,beam,78.38,2291,3,25.4,0.0,0.115,0.061,normal
1778049817.183592,beam,32.39,2068,2,37.3,0.0,1.349,0.396,normal
1778049926.6349862,beam,77.52,2287,3,26.59,0.0,0.057,-0.316,normal
1778050943.639233,beam,103.29,2852,3,17.86,0.0,-0.273,0.383,racing
1778050186.3789172,beam,59.22,1470,3,1.98,0.0,-0.558,-0.568,normal
1778050817.22412,beam,87.61,2277,3,0.0,0.0,-0.506,16.77,racing
1778050227.453051,beam,72.26,2008,3,13.49,0.0,-0.214,-4.261,normal
1778049972.6043923,beam,72.52,1813,3,0.0,0.0,-0.722,0.408,normal
1778051015.4897623,beam,127.17,5486,2,98.83,0.0,1.013,0.207,racing
1778050738.8082118,beam,128.05,3607,3,46.83,0.0,0.058,-0.727,racing
1778050753.4993355,beam,103.03,3122,3,75.39,0.0,0.42,-2.953,racing
1778049837.152279,beam,74.15,2318,3,34.13,0.0,0.299,-0.089,normal
1778049956.431833,beam,88.52,2509,3,23.81,0.0,0.473,0.457,normal
1778049816.4299672,beam,28.88,1995,2,34.13,0.0,1.395,-1.779,normal
1778051020.107445,beam,48.96,773,2,0.0,69.92,-7.299,-110.736,racing
1778050918.427037,beam,128.42,5394,2,0.0,0.0,-1.126,0.412,racing
1778050001.833665,beam,86.84,2545,3,32.14,0.0,0.228,1.337,normal
1778050926.344463,beam,107.8,2849,3,0.0,0.0,-0.609,11.614,racing
1778050591.1126273,beam,74.82,1897,3,0.0,0.0,-0.939,-1.632,racing
1778050640.000308,beam,98.35,2954,3,55.08,0.0,0.072,0.291,racing
1778050773.7481973,beam,93.27,2774,3,42.86,0.0,0.136,-0.795,racing
1778050072.7484276,beam,78.44,2306,3,26.59,0.0,0.119,-0.058,normal
1778049975.3070493,beam,66.32,1840,3,11.51,0.0,-0.259,0.186,normal
1778050821.243039,beam,65.54,1934,3,26.59,0.0,0.212,3.026,racing
1778049818.6175191,beam,38.64,2147,2,36.11,0.0,1.09,-0.402,normal
1778050142.078483,beam,77.99,1990,3,0.0,0.0,-0.794,0.112,normal
1778050622.2925682,beam,69.49,1704,3,0.0,0.0,-0.596,-0.228,racing
1778049855.914598,beam,87.2,2545,3,31.35,0.0,0.164,0.22,normal
1778049848.2503445,beam,82.7,2447,3,31.35,0.0,0.139,-0.514,normal
1778051017.8273008,beam,106.56,2816,3,0.0,71.88,-6.26,-4.764,racing
1778050959.1849246,beam,79.93,2059,3,0.0,19.44,-1.79,-9.442,racing
1778049829.92063,beam,64.23,2165,3,34.13,0.0,0.443,-0.391,normal
1778050493.3145692,beam,34.94,3122,1,100.0,0.0,2.535,1.42,racing
1778050813.9045267,beam,113.05,2994,3,0.0,0.0,-0.317,2.378,racing
1778050672.8789785,beam,100.7,2961,3,48.02,0.0,0.16,-1.69,racing
1778049957.9792285,beam,89.53,2536,3,23.81,0.0,0.137,-2.033,normal
1778050159.3872914,beam,28.93,771,2,0.0,46.03,-4.903,-1.338,normal
1778049994.1690965,beam,67.47,2170,3,31.74,0.0,0.899,0.224,normal
1778049894.184666,beam,59.11,1427,3,11.51,0.0,-0.727,-1.553,normal
1778050159.057284,beam,34.66,769,2,0.0,50.39,-5.08,3.907,normal
1778049889.0811117,beam,87.5,2273,3,0.0,0.0,-0.756,1.138,normal
1778050069.7452002,beam,76.99,2473,3,44.05,0.0,0.52,-0.56,normal
1778050910.5611074,beam,112.01,4877,2,100.0,0.0,0.948,1.692,racing
1778051014.040232,beam,121.63,5261,2,98.83,0.0,1.15,-0.442,racing
1778050921.728602,beam,132.01,3767,3,68.75,0.0,0.308,0.146,racing
1778050195.3636012,beam,50.75,1722,3,20.63,0.0,0.215,-0.178,normal
1778050106.255347,beam,87.86,2541,3,29.36,0.0,0.095,0.062,normal
1778050526.374949,beam,133.52,3835,3,100.0,0.0,0.452,-0.155,racing
1778050611.003073,beam,58.47,778,3,0.0,0.0,0.863,-57.89,racing
1778050772.0994008,beam,92.4,2752,3,42.86,0.0,0.283,0.693,racing
1778050691.7870831,beam,28.42,2362,2,92.19,23.41,-0.322,-4.981,racing
1778050883.1531937,beam,87.19,2746,3,54.69,0.0,-0.482,-5.037,racing
1778050513.8802786,beam,118.61,5144,2,100.0,0.0,0.7,-1.02,racing
1778049903.1767535,beam,62.22,2013,3,26.98,0.0,0.361,0.519,normal
1778050791.1725824,beam,74.2,1873,3,0.0,0.0,-0.782,0.705,racing
1778050502.0661857,beam,73.11,3399,2,100.0,0.0,1.106,0.611,racing
1778050506.202033,beam,91.57,4077,2,100.0,0.0,1.149,-0.663,racing
1778050098.5721092,beam,85.37,2473,3,27.78,0.0,0.017,-1.001,normal
1778050154.2693317,beam,61.63,1864,3,19.44,0.0,-0.013,0.817,normal
1778050068.547136,beam,74.68,2438,3,44.05,0.0,0.478,0.039,normal
1778050972.8653426,beam,85.4,3844,2,98.83,0.0,1.298,-0.047,racing
1778049942.2247422,beam,79.09,2302,3,25.0,0.0,-0.022,-0.64,normal
1778050661.928065,beam,105.95,3088,3,49.6,0.0,0.259,1.479,racing
1778050520.593311,beam,132.9,3820,3,0.0,0.0,-0.8,-4.889,racing
1778050131.3491657,beam,92.08,2637,3,28.97,0.0,0.092,0.761,normal
1778051010.0855858,beam,104.98,4596,2,98.44,0.0,1.174,0.458,racing
1778049859.2948654,beam,88.58,2562,3,29.76,0.0,0.033,-1.311,normal
1778050875.2576628,beam,112.54,4892,2,100.0,0.0,1.506,9.062,racing
1778050760.9808688,beam,116.83,3366,3,55.08,0.0,0.302,-0.035,racing
1778050932.8408763,beam,94.38,2650,3,25.0,0.0,-0.11,-0.132,racing
1778049823.3319936,beam,51.68,2042,3,34.13,0.0,0.59,-1.27,normal
1778050137.8781512,beam,90.37,2358,3,0.0,0.0,-0.805,0.448,normal
1778049993.844082,beam,66.45,2154,3,32.54,0.0,0.959,0.171,normal
1778049979.988876,beam,58.01,1607,3,9.52,0.0,-0.658,-0.504,normal
1778050273.3254187,beam,62.73,1385,3,0.0,0.0,-0.854,-2.141,normal
1778050192.430197,beam,49.57,1423,3,11.91,0.0,-0.167,-0.098,normal
1778050497.5859008,beam,59.97,3023,2,58.99,0.0,1.038,5.546,racing
1778050090.7404606,beam,82.72,2404,3,26.98,0.0,0.048,-1.355,normal
1778050226.5778248,beam,72.4,2007,3,12.7,0.0,-0.012,-0.701,normal
1778049835.3800342,beam,72.04,2276,3,34.13,0.0,0.394,0.095,normal
1778050510.1291158,beam,107.13,4681,2,100.0,0.0,0.968,-0.423,racing
1778050530.296251,beam,138.69,3927,3,68.36,0.0,0.32,0.288,racing
1778050969.165708,beam,72.02,2030,3,36.51,0.0,-0.15,4.28,racing
1778050524.6454103,beam,130.49,3763,3,100.0,0.0,0.576,1.567,racing
1778050181.3323708,beam,70.65,1848,3,3.17,0.0,-0.691,-0.964,normal
1778050842.7012303,beam,110.68,4636,2,0.0,0.0,-0.569,4.215,racing
1778049831.8102431,beam,67.14,2206,3,34.52,0.0,0.409,0.207,normal
1778050143.7262394,beam,72.69,1820,3,0.0,0.0,-0.936,0.325,normal
1778051024.5067322,beam,32.16,773,2,0.0,0.0,-0.509,0.887,racing
1778051016.4439964,beam,130.0,5505,3,26.98,0.0,0.377,-3.368,racing
1778050891.320823,beam,90.06,4028,2,100.0,0.0,0.948,1.318,racing
1778050762.0843072,beam,118.12,3396,3,54.3,0.0,0.358,0.795,racing
1778050159.7175968,beam,26.12,770,2,0.0,0.0,-0.727,12.079,normal
1778049819.6123097,beam,42.28,2194,2,35.32,0.0,1.002,-0.004,normal
1778049871.3935158,beam,92.03,2645,3,30.16,0.0,0.026,-0.378,normal
1778050238.097905,beam,66.22,1875,3,14.29,0.0,-0.162,0.01,normal
1778050764.9299483,beam,116.31,3103,3,0.0,19.05,-2.912,-17.437,racing
1778050209.5060096,beam,61.3,1920,3,23.81,0.0,0.212,0.512,normal
